FID,Name,Class,County,State,Latitude,Longitude
235302,Squaw Creek,Stream,Humboldt,California,40.0645907,-123.7394714
235303,Squaw Creek,Stream,Shasta,California,40.4062622,-122.551401
235304,Squaw Creek,Stream,Shasta,California,40.7370935,-122.4497345
235305,Squaw Creek,Stream,Colusa,California,39.3157192,-122.4891525
235306,Squaw Creek,Stream,Placer,California,39.2115732,-120.1985282
235307,Squaw Creek,Stream,Humboldt,California,40.2687485,-124.2264339
235308,Squaw Creek,Stream,Humboldt,California,40.3488889,-123.9883333
235309,Squaw Creek,Stream,Humboldt,California,40.9342942,-124.0370074
235310,Squaw Creek,Stream,Sonoma,California,38.8243492,-122.8780509
235311,Squaw Creek Ridge,Ridge,Humboldt,California,40.31741729,-124.0178327
235313,Squaw Flat,Flat,Inyo,California,37.0499308,-118.0492578
235314,Squaw Flat,Flat,Placer,California,38.989901,-120.6940946
235315,Squaw Flat,Flat,Shasta,California,41.0843261,-121.7688809
235316,Squaw Flat,Flat,Glenn,California,39.5107143,-122.3924875
235317,Squaw Hollow,Valley,Tehama,California,39.92304785,-122.3149565
235318,Squaw Opening,Flat,Mendocino,California,39.2096164,-123.4250092
235320,Squaw Peak,Summit,Plumas,California,40.04030246,-120.4354602
235321,Squaw Peak,Summit,Modoc,California,41.41881017,-120.2188838
235322,Squaw Rock Slide,Slope,Mendocino,California,38.9124014,-123.04889
235323,Squaw Springs (historical),Spring,Inyo County,California,37.0027087,-118.0431459
235324,Squaw Valley,Valley,Placer,California,39.21172914,-120.199027
235326,Squaw Valley Creek,Stream,Lake,California,39.4365489,-122.9350001
235327,Squaw Valley Creek,Stream,"Siskiyou, Shasta",California,41.0407088,-122.2066721
235328,Squaw Valley Peak,Summit,Plumas,California,40.02871971,-120.4010549
235329,Squaw Valley Peak Springs,Spring,Plumas,California,40.0354559,-120.4054924
235331,Squaw Valley Spring,Spring,Plumas,California,40.0121218,-120.4821618
237484,West Fork Squaw Creek,Stream,Shasta,California,41.018489,-122.0597231
249836,Squaw Canyon,Valley,San Diego,California,32.95379235,-116.3115933
249837,Squaw Lake,Lake,Imperial,California,32.8992091,-114.4749483
249838,Squaw Mountain,Summit,Riverside,California,33.50864995,-117.346138
249839,Squaw Mountain,Summit,San Bernardino,California,35.47046185,-115.8664052
249840,Squaw Peak,Summit,San Diego,California,33.177266,-116.115006
249841,Squaw Peak,Summit,San Bernardino,California,34.18945451,-114.3770796
249842,Squaw Peak,Summit,Monterey,California,36.0585723,-120.6043302
249843,Squaw Spring,Spring,Riverside,California,35.91021301,-117.0095777
249845,Squaw Tank,Reservoir,San Bernardino,California,33.929157,-116.075397
249846,Squaw Tit,Summit,Plumas,California,35.36262958,-115.8319179
253924,Squaw Valley,Basin,Fresno,California,36.7332817,-119.2509517
254522,Squaw Creek,Stream,Ventura,California,34.5283245,-118.9078759
259706,East Fork North Fork Squaw Creek,Stream,Shasta,California,40.9737656,-122.1050021
264215,North Fork Squaw Creek,Stream,Shasta,California,40.9123761,-122.1172243
264336,Old Squaw Lake,Lake,Fresno,California,37.27327897,-118.8276229
267620,Squaw Creek,Stream,Trinity,California,40.9423583,-123.385322
267621,Squaw Creek,Stream,Shasta,California,40.7762625,-122.2094479
267622,Squaw Creek Arm,Bay,Shasta,California,40.7934855,-122.1672248
267624,Squaw Flat,Flat,Placer,California,38.9415649,-120.9877205
267625,Squaw Flat,Flat,Trinity,California,40.5240355,-122.9533566
267627,Squaw Gulch,Valley,Placer,California,38.95893535,-120.8846772
267628,Squaw Gulch,Valley,Trinity,California,40.86158514,-123.1341703
267629,Squaw Hollow,Valley,"Calaveras, Tuolumne",California,38.26548565,-120.2734901
267630,Squaw Hollow,Valley,El Dorado,California,38.66982027,-120.7527535
267631,Squaw Hollow Creek,Stream,Tehama,California,40.268762,-122.8164044
267632,Squaw Hollow Creek,Stream,El Dorado,California,38.634905,-120.8177135
267633,Squaw Lake,Lake,Fresno,California,37.47701946,-118.9233195
267634,Squaw Lake,Lake,Sierra,California,39.66886786,-120.6526031
267635,Squaw Leap,Cliff,Fresno,California,37.0682825,-119.5440257
267636,Squaw Peak,Summit,Placer,California,39.18051814,-120.269649
267637,Squaw Peak,Summit,Siskiyou,California,41.55740502,-121.7637046
267638,Squaw Queen Creek,Stream,Plumas,California,40.0576752,-120.5729992
267640,Squaw Valley,Valley,Lassen,California,40.70334375,-120.9817755
273878,Squaw Canyon,Valley,Los Angeles,California,34.37682398,-117.9750736
273879,Squaw Creek,Stream,Tulare,California,36.3505015,-118.7514839
273880,Squaw Flat,Flat,Ventura,California,34.5391575,-118.8973199
273881,Squaw Spring,Spring,Ventura,California,34.53693321,-118.8996584
306442,Squaw Pond,Lake,Marion,Florida,29.0819396,-81.7951807
372562,East Fork Squaw Creek,Stream,Owyhee,Idaho,43.3154345,-116.8843028
373672,Little Squaw Creek,Stream,Owyhee,Idaho,43.3857121,-116.8923614
374206,North Fork Squaw Creek,Stream,Bonner,Idaho,48.7327046,-116.8241103
375226,Squaw Butte,Summit,Owyhee,Idaho,43.26281926,-116.8849709
375227,Squaw Butte,Summit,Gem,Idaho,44.03266103,-116.4120671
375229,Squaw Creek,Stream,Cassia,Idaho,42.1399135,-114.0750188
375230,Squaw Creek,Stream,Caribou,Idaho,42.7138071,-111.9113465
375231,Squaw Creek,Stream,"Camas, Gooding",Idaho,43.1271228,-114.9175628
375232,Squaw Creek,Stream,"Bonneville, Bingham",Idaho,43.3524166,-111.7788495
375233,Squaw Creek,Stream,Owyhee,Idaho,42.1960094,-116.1423257
375234,Squaw Creek,Stream,"Malheur, Owyhee","Idaho, Oregon",42.5621527,-117.0489407
375235,Squaw Creek,Stream,Power,Idaho,42.6735245,-112.6455404
375236,Squaw Flat,Flat,Owyhee,Idaho,42.1646218,-116.0620445
375237,Squaw Flat,Flat,Camas,Idaho,43.2635118,-114.7795041
375238,Squaw Gardens,Area,Owyhee,Idaho,42.7809974,-116.4965045
375239,Squaw Spring,Spring,Owyhee,Idaho,42.1489474,-116.0463108
375240,Squaw Spring,Spring,Owyhee,Idaho,42.5354892,-116.255655
375241,Squaw Springs,Spring,Franklin,Idaho,42.1185347,-111.929953
375819,West Fork Squaw Creek,Stream,Owyhee,Idaho,43.3154345,-116.8843028
376386,Squaw Creek,Stream,Elmore,Idaho,43.0943372,-115.9412053
377604,Big Squaw Creek,Stream,Idaho,Idaho,45.473525,-114.9639948
384964,Little Squaw Creek,Stream,Cassia,Idaho,42.1388024,-114.0802966
384965,Little Squaw Creek,Stream,Idaho,Idaho,45.4201922,-114.8664909
384966,Little Squaw Creek,Stream,"Valley, Gem",Idaho,44.1146118,-116.304301
384967,Little Squaw Creek Spring,Spring,Cassia,Idaho,42.1624314,-114.1105348
387731,North Fork Little Squaw Creek,Stream,Valley,Idaho,44.2062797,-116.1834655
387791,North Fork Squaw Creek,Stream,Idaho,Idaho,45.4176639,-116.424859
387792,North Fork Squaw Creek,Stream,Lemhi,Idaho,44.3554704,-113.3300195
390083,Second Fork Squaw Creek,Stream,Gem,Idaho,44.3085,-116.3112505
391036,South Fork Squaw Creek,Stream,Idaho,Idaho,45.4179417,-116.424859
391274,Squaw Bar,Bar,Idaho,Idaho,45.5104443,-116.2987467
391275,Squaw Bay,Bay,Bonner,Idaho,48.7282598,-116.8310546
391277,Squaw Camp Creek,Stream,Lemhi,Idaho,45.2288065,-114.3211944
391282,Squaw Creek,Stream,"Bonner, Boundary",Idaho,48.7329824,-116.8252214
391283,Squaw Creek,Stream,Custer,Idaho,44.2492024,-114.4556449
391285,Squaw Creek,Stream,"Valley, Gem",Idaho,43.9376665,-116.3670761
391286,Squaw Creek,Stream,Bonneville,Idaho,43.049087,-111.1118818
391287,Squaw Creek,Stream,Bonneville,Idaho,43.4207503,-111.333837
391288,Squaw Creek,Stream,"Owyhee, Canyon",Idaho,43.4623803,-116.7604126
391289,Squaw Creek,Stream,"Custer, Butte",Idaho,44.1304661,-113.3847335
391291,Squaw Creek,Stream,Custer,Idaho,44.2193621,-113.6280741
391292,Squaw Creek,Stream,Lemhi,Idaho,44.3340817,-113.3564069
391293,Squaw Creek,Stream,Lemhi,Idaho,44.7282586,-113.7258854
391294,Squaw Creek,Stream,Valley,Idaho,44.8449094,-115.1053798
391295,Squaw Creek,Stream,Lemhi,Idaho,45.3990846,-114.17008
391296,Squaw Creek,Stream,Idaho,Idaho,45.4071101,-116.3306889
391297,Squaw Creek,Stream,Idaho,Idaho,46.0918636,-114.6939908
391302,Squaw Creek Spring,Spring,Custer,Idaho,44.18630586,-113.6250189
391303,Squaw Flat,Flat,Adams,Idaho,44.7679458,-116.2526331
391304,Squaw Gulch,Valley,Lemhi,Idaho,45.30043206,-114.3765746
391305,Squaw Joe Canyon,Valley,Twin Falls,Idaho,42.34694464,-114.5039512
391306,Squaw Joe Spring,Spring,Twin Falls,Idaho,42.313507,-114.4731011
391307,Squaw Lake,Lake,Valley,Idaho,44.99212454,-116.0001423
391308,Squaw Meadows,Flat,Owyhee,Idaho,42.3587809,-116.4706709
391311,Squaw Point,Summit,Idaho,Idaho,45.21878989,-115.9688815
391312,Squaw Saddle,Gap,Idaho,Idaho,45.4468352,-116.2087429
391315,Squaw Springs,Spring,Butte,Idaho,44.1235217,-113.397789
391316,Squawberry Spring,Spring,Idaho,Idaho,46.44331039,-115.5910589
391317,Squawboard Meadow,Flat,Lemhi,Idaho,44.9674226,-114.1722945
391318,Squawtit,Summit,Custer,Idaho,44.17768786,-113.6108387
392006,Third Fork Squaw Creek,Stream,Gem,Idaho,44.3729441,-116.3001402
392656,Upper Squaw Creek Spring,Spring,Cassia,Idaho,42.19261167,-114.1128656
393203,West Fork Squaw Creek,Stream,Bonneville,Idaho,43.081031,-111.1477162
393204,West Fork Squaw Creek,Stream,Lemhi,Idaho,45.4638061,-114.2295268
395987,Squaw Creek Vee,Area,"Malheur, Owyhee","Idaho, Oregon",42.559111,-117.032522
397200,Squaw Meadow,Flat,Idaho,Idaho,45.6049012,-115.7351315
397201,Squaw Peak,Summit,Lemhi,Idaho,45.52580266,-114.6031144
398171,Squaw Creek Reservoir,Reservoir,Owyhee,Idaho,42.19131368,-116.0897067
398173,Squaw Meadows Reservoir Number One,Reservoir,Owyhee,Idaho,42.37912697,-116.486255
398174,Squaw Meadows Reservoir Number Two,Reservoir,Owyhee,Idaho,42.34308263,-116.4809759
398175,Squaw Meadows Reservoir Number Three,Reservoir,Owyhee,Idaho,42.36898824,-116.4419925
411847,Laughing Squaw Sloughs,Gut,Cook,Illinois,41.6700322,-87.8611659
419016,Squaw Creek,Stream,Lake,Illinois,42.3983541,-88.1567512
419017,Squaw Island,Island,Calhoun,Illinois,38.9403268,-90.4909506
429791,Township of Squaw Grove,Civil,DeKalb,Illinois,41.7625131,-88.65874009
444031,Squaw Branch,Stream,Carroll,Indiana,40.6253154,-86.6813959
444032,Squaw Creek,Stream,Warrick,Indiana,38.0636556,-87.3936217
444033,Squaw Creek,Stream,Clark,Indiana,38.5839512,-85.4266252
444034,Squaw Creek,Stream,"Whitley, Allen",Indiana,41.0450474,-85.3091407
444035,Squaw Hollow,Valley,Floyd,Indiana,38.36734724,-85.8474697
444036,Squaw Run,Stream,Marion,Indiana,39.8550402,-85.9705378
444037,Squaw Run,Stream,Franklin,Indiana,39.5144963,-84.8221778
461813,South Squaw Creek,Stream,Clarke,Iowa,41.1072175,-93.7693869
461932,Squaw Creek,Stream,Franklin,Iowa,42.7455289,-93.1018655
461935,Squaw Creek,Stream,Jasper,Iowa,41.680822,-93.2668724
461936,Squaw Creek,Stream,"Clarke, Warren",Iowa,41.3333264,-93.5891051
461937,Squaw Creek,Stream,Ringgold,Iowa,40.8208239,-94.3296789
465645,Squaw Creek,Stream,Shelby,Iowa,41.5316558,-95.1286037
468747,Township of Squaw,Civil,Warren,Iowa,41.20517447,-93.61556325
469268,Squaw Creek,Stream,"Cherokee, Ottawa","Oklahoma, Kansas",36.9492371,-94.9930139
469390,Squaw Creek,Stream,Montgomery,Kansas,37.2564554,-95.7883149
469500,Squaw Creek,Stream,Chautauqua,Kansas,37.2369792,-96.4619541
470952,Squaw Branch,Stream,Norton,Kansas,39.984728,-100.0529083
472971,Squaw Creek,Stream,Brown,Kansas,39.7113887,-95.6691505
473005,Squaw Creek,Stream,"Doniphan, Brown",Kansas,39.7819447,-95.3269215
578375,White Squaw Island,Island,Penobscot,Maine,45.044787,-68.6658647
598607,Squaw Rock,Island,Norfolk,Massachusetts,42.3028764,-71.0119936
603274,Squaw Swamp (historical),Swamp,Plymouth,Massachusetts,41.795939,-70.536696
603461,Squaw Island Marshes,Swamp,Barnstable,Massachusetts,41.62894884,-70.31646693
607738,Squaw Peak,Summit,Berkshire,Massachusetts,42.2473104,-73.3398318
613151,Squawbetty Hill,Summit,Bristol,Massachusetts,41.8884346,-71.03421
615794,Squaw Island,Cape,Barnstable,Massachusetts,41.6278889,-70.3161332
619771,Squaw Creek,Stream,Delta,Michigan,45.970237,-87.2226379
630773,Little Squaw Lake,Lake,Marquette,Michigan,46.28769972,-88.05909245
638662,Squaw Bay,Bay,Alpena,Michigan,45.0030675,-83.4491415
638663,Squaw Beach,Beach,Marquette,Michigan,46.824923,-87.710686
638664,Squaw Creek,Canal,"Saginaw, Tuscola",Michigan,43.4775228,-83.6921869
638667,Squaw Creek,Stream,"Marquette, Dickinson",Michigan,46.2230002,-88.0362454
638668,Squaw Creek,Stream,Lenawee,Michigan,41.994489,-84.1538328
638669,Squaw Creek,Stream,Ingham,Michigan,42.6903122,-84.2416341
638670,Squaw Creek,Stream,Lapeer,Michigan,43.229748,-83.2991147
638671,Squaw Creek,Stream,Isabella,Michigan,43.6261397,-85.0225256
638672,Squaw Creek Drain,Canal,Lapeer,Michigan,43.2964136,-83.2949484
638673,Squaw Island,Island,Charlevoix,Michigan,45.8369401,-85.586759
638674,Squaw Island,Island,Chippewa,Michigan,46.0394641,-83.9041732
638675,Squaw Lake,Lake,Calhoun,Michigan,42.2134535,-84.97754732
638676,Squaw Lake,Lake,Allegan,Michigan,42.6411438,-85.6150196
638677,Squaw Lake,Lake,Oakland,Michigan,42.8161411,-83.298274
638678,Squaw Lake,Lake,Kent,Michigan,43.19986992,-85.67217201
638679,Squaw Lake,Lake,Lapeer,Michigan,43.27579576,-83.3010537
638680,Squaw Lake,Lake,Kalkaska,Michigan,44.80513554,-84.91897635
638681,Squaw Lake,Lake,Marquette,Michigan,46.29936279,-88.06547382
638682,Squaw Lake,Lake,Genesee,Michigan,42.8278915,-83.74678783
638683,Squaw Lake Drain,Canal,Calhoun,Michigan,42.2289318,-84.9794241
638684,Squaw Point,Cape,Delta,Michigan,45.8310778,-87.0037491
658441,Squaw Lake,Populated Place,Itasca,Minnesota,47.6324527,-94.1363333
722268,Middle Branch Squaw Creek,Stream,"Holt, Nodaway, Atchison",Missouri,40.1830506,-95.2480317
722442,Squaw Creek,Stream,"Holt, Nodaway, Atchison",Missouri,40.1561068,-95.2646988
726976,East Branch Squaw Creek,Stream,Holt,Missouri,40.1805508,-95.2558097
726977,Squaw Creek Ditch,Canal,Holt,Missouri,40.0844411,-95.2677548
726979,Squaw Run Creek,Stream,Christian,Missouri,37.043108,-92.9935096
736108,Squaw Bend,Bend,Richardson,Nebraska,40.0066655,-95.3102561
738483,Squaw Hollow,Valley,Madison,Missouri,37.3394962,-90.4548387
740021,Squaw Creek,Stream,Atchison,Missouri,40.49822,-95.28116
791384,Squaw Meadows,Flat,Flathead,Montana,48.2763505,-114.7790312
791385,Squaw Meadows Creek,Stream,Flathead,Montana,48.2816285,-114.7631974
833749,Squaw Creek,Stream,McPherson,Nebraska,41.4644376,-101.1646074
833753,Squaw Tit Butte,Summit,Sheridan,Nebraska,42.8427542,-102.7632276
834623,West Squaw Creek,Stream,Sioux,Nebraska,42.8708084,-103.9903928
835676,Squaw Creek,Stream,Sioux,Nebraska,42.9094112,-103.7546509
835677,Squaw Creek,Stream,Dawes,Nebraska,42.7066354,-103.3840886
835678,Squaw Mound,Summit,Dawes,Nebraska,42.59154074,-103.2601903
838358,Squaw Valley,Basin,Washoe,Nevada,40.845747,-119.549346
840288,East Squaw Creek,Stream,Elko,Nevada,41.0377029,-114.4286359
841735,Little Squaw Valley,Flat,Humboldt,Nevada,40.8421262,-117.5659571
843955,Squaw Butte,Summit,Pershing,Nevada,40.4715766,-117.6806775
843956,Squaw Butte,Summit,Lander,Nevada,40.2393635,-116.7500894
843957,Squaw Creek,Stream,Mineral,Nevada,38.6163097,-118.7331937
843958,Squaw Creek,Stream,Elko,Nevada,41.2193498,-116.6973252
843960,Squaw Creek Valley,Valley,Washoe,Nevada,40.6807346,-119.5454706
843962,Squaw Mountain,Summit,Elko,Nevada,40.45745142,-115.9050586
843963,Squaw Peaks,Summit,Clark,Nevada,35.7608195,-114.706921
843964,Squaw Tit,Summit,Lander,Nevada,40.3035258,-117.3831652
843965,Squaw Valley,Basin,Elko,Nevada,41.1840722,-116.7339925
844737,West Squaw Creek,Stream,Elko,Nevada,41.0921459,-114.7155915
845678,Squaw Creek,Stream,Elko,Nevada,41.1199081,-116.4378708
845679,Squaw Hills,Summit,Nye,Nevada,38.7004885,-116.111996
845680,Squaw Knoll,Summit,Lincoln,Nevada,38.2491253,-114.4913823
845681,Squaw Peak,Summit,White Pine,Nevada,39.2660502,-114.89363
847208,Squaw Creek,Stream,Washoe,Nevada,40.6807346,-119.5454706
847806,Squaw Creek,Stream,Mineral,Nevada,38.373389,-118.920297
849668,Squaw Valley Creek,Stream,Humboldt,Nevada,40.8401818,-117.5573458
849669,Big Squaw Valley,Basin,Humboldt,Nevada,40.8385152,-117.5851244
849851,North Fork Squaw Creek,Stream,Elko,Nevada,41.1032575,-114.5308622
849852,South Fork East Squaw Creek,Stream,Elko,Nevada,41.0990909,-114.5239175
850063,North Fork East Squaw Creek,Stream,Elko,Nevada,41.1029798,-114.5308622
850660,Squaw Peak,Summit,Mineral,Nevada,39.011034,-118.4295759
852186,Squaw Peak,Summit,Humboldt,Nevada,41.2321236,-117.94625
856392,Squaw Wells Spring,Spring,Nye,Nevada,38.7202108,-116.083384
857000,Squaw With a Basket,Pillar,Washoe,Nevada,39.9785975,-119.4989308
857490,Squawtip,Summit,Nye,Nevada,38.0532692,-116.4344988
860383,Little Squaw Creek,Stream,Mineral,Nevada,38.4788114,-118.6481896
861556,Squaw Flat,Flat,Nye,Nevada,38.5791003,-116.4753409
861557,Squaw Point,Summit,White Pine,Nevada,39.24462032,-114.8910543
862559,Squaw Tit Butte,Summit,Humboldt,Nevada,41.78379515,-117.403552
863350,Squaw Valley Reservoir,Reservoir,Washoe,Nevada,40.82494135,-119.5368898
872724,Squaw Cove,Bay,Carroll,New Hampshire,43.7839616,-71.5122972
880833,Squaw Brook,Stream,"Passaic, Bergen",New Jersey,40.9585906,-74.1857359
880834,Squaw Lake,Reservoir,Burlington,New Jersey,39.8443263,-74.77697326
895285,Squaw Peak,Summit,Sandoval,New Mexico,35.4300337,-107.0372627
895286,Squaw Spring,Spring,San Juan,New Mexico,36.88417201,-108.3845156
898441,Squaw Tit Canyon,Valley,Sierra,New Mexico,33.0053569,-106.6347312
899925,Squaw Mountain,Summit,Doña Ana,New Mexico,32.3134268,-106.5902743
900404,Squaw Tit,Summit,Sierra,New Mexico,32.9867461,-106.6325085
902364,Squaw Tank,Reservoir,Otero,New Mexico,32.681757,-106.0585976
911371,Squaw Creek,Stream,Grant,New Mexico,33.1528481,-108.1286572
911372,Squaw Creek,Stream,"Sierra, Catron",New Mexico,33.503121,-107.9894918
911373,Squaw Peak,Summit,Socorro,New Mexico,33.9249229,-107.2749205
912836,Squaw Creek Ridge Tank,Reservoir,Grant,New Mexico,33.1539212,-108.047988
923774,Squaw Canyon,Valley,Chaves,New Mexico,32.9823249,-104.8480299
923775,Squaw Creek,Stream,Chaves,New Mexico,32.9737142,-104.837474
955704,Little Squaw Brook,Stream,Hamilton,New York,43.6795106,-74.4918234
966166,Squaw Brook,Stream,Hamilton,New York,43.7408981,-74.2945939
966167,Squaw Island,Island,Nassau,New York,40.627046,-73.4601249
966168,Squaw Island,Island,Tioga,New York,42.0903521,-76.2757666
966171,Squaw Lake,Lake,Hamilton,New York,43.63331101,-74.73907837
966172,Squaw Mountain,Summit,Hamilton,New York,43.7270094,-74.3420956
966173,Squaw Mountain,Summit,Essex,New York,43.9295032,-73.7740209
966174,Squaw Point,Cape,Yates,New York,42.568682,-76.9155165
966175,Squaw Swamp,Swamp,Rensselaer,New York,42.5403588,-73.493445
971990,Squaw Island,Island,Jefferson,New York,44.0564433,-76.2107641
977049,Squaw Creek,Stream,St. Lawrence,New York,44.7875601,-75.2763233
983094,Chesquaw Branch,Stream,Swain,North Carolina,35.4406462,-83.6890592
1032267,Squaw Creek,Stream,Hettinger,North Dakota,46.4475057,-102.6543305
1032268,Squaw Creek,Stream,"McKenzie, Dunn",North Dakota,47.6213982,-102.4724048
1032269,Squaw Creek Bay,Bay,Dunn,North Dakota,47.6041755,-102.4337921
1032270,Squaw Point,Cape,Bottineau,North Dakota,48.9886217,-100.3504184
1035181,Squaw Creek,Stream,McKenzie,North Dakota,47.5922379,-103.331303
1035183,Squaw Gap,Populated Place,McKenzie,North Dakota,47.4889052,-103.9274263
1046611,Squaw Island,Island,Sandusky,Ohio,41.4531072,-82.9951934
1057737,Squaw Harbor,Bay,Ottawa,Ohio,41.6553269,-82.8251877
1066814,Little Squaw Creek,Stream,Trumbull,Ohio,41.1428355,-80.7034106
1066976,Squaw Creek,Stream,Trumbull,Ohio,41.1661686,-80.7109111
1078010,Squaw Valley Lake,Reservoir,Stark,Ohio,40.73430937,-81.1578481
1078207,Squaw Valley Park Lake,Reservoir,Trumbull,Ohio,41.20942093,-80.67508942
1083208,Squawtown (historical),Populated Place,Pickaway,Ohio,39.5092284,-82.983237
1098468,Squaw Creek,Stream,"Pottawatomie, Lincoln",Oklahoma,35.4317362,-96.8422438
1098472,Squaw Creek,Stream,Blaine,Oklahoma,35.6319939,-98.5656283
1098474,Squaw Hollow,Valley,Mayes,Oklahoma,36.35758643,-95.29746171
1116506,Squaw Creek Gap,Gap,Jackson,Oregon,42.0662398,-122.9364283
1123289,Little Squaw Flat,Swamp,Klamath,Oregon,42.21186827,-120.9443782
1123290,Little Squaw Flat Reservoir,Reservoir,Klamath,Oregon,42.22248318,-120.9378208
1127473,Squaw Butte,Summit,Lake,Oregon,42.25847244,-120.244281
1127475,Squaw Butte,Summit,Wheeler,Oregon,44.7595785,-120.1341817
1127478,Squaw Creek,Stream,Curry,Oregon,42.4684427,-124.3631578
1127479,Squaw Creek,Stream,Douglas,Oregon,42.9190056,-123.4500688
1127480,Squaw Creek,Stream,Douglas,Oregon,43.6037286,-123.4642593
1127481,Squaw Creek,Stream,Lane,Oregon,44.1448454,-123.2948173
1127488,Squaw Creek Reservoir,Reservoir,Malheur,Oregon,43.71980909,-117.7326128
1127493,Squaw Flat,Flat,Lake,Oregon,42.168221,-119.9621701
1127495,Squaw Flat,Flat,Klamath,Oregon,42.6943167,-120.9513747
1127496,Squaw Flat,Swamp,Klamath,Oregon,42.2226539,-120.9713694
1127497,Squaw Hollow,Valley,Gilliam,Oregon,45.185407,-120.3011473
1127499,Squaw Lake,Lake,Lake,Oregon,43.06500873,-120.7398945
1131217,Squaw Creek,Stream,Lake,Oregon,42.1748877,-119.9566145
1135318,Squaw Creek,Stream,Douglas,Oregon,43.0984494,-123.4367392
1138084,Big Squaw Mountain,Summit,Douglas,Oregon,43.14126929,-122.7743771
1147066,North Squaw Tip,Summit,Jackson,Oregon,42.45141422,-122.333941
1148444,Right Fork Squaw Creek,Stream,Jackson,Oregon,42.033739,-122.9872634
1150085,South Squaw Tip,Summit,Jackson,Oregon,42.44095116,-122.3281298
1150221,Squaw Butte,Summit,Lake,Oregon,43.55160664,-120.7756952
1150224,Squaw Butte,Summit,Lake,Oregon,43.055876,-120.749896
1150226,Squaw Butte Creek,Stream,Lake,Oregon,42.2134949,-120.2285675
1150229,Squaw Creek,Stream,Josephine,Oregon,42.2778907,-123.6478466
1150231,Squaw Creek,Stream,"Grant, Harney",Oregon,44.0065433,-118.7002142
1150235,Squaw Creek,Stream,Lincoln,Oregon,44.4101203,-123.9123363
1150236,Squaw Creek,Stream,Lincoln,Oregon,44.48256,-124.08398
1150245,Squaw Creek,Stream,Jackson,Oregon,42.034504,-123.106699
1150246,Squaw Creek,Stream,Jackson,Oregon,42.7904032,-122.631152
1150247,Squaw Creek,Stream,Lake,Oregon,42.9168105,-121.0747163
1150248,Squaw Creek,Stream,Douglas,Oregon,42.9687331,-122.7019903
1150256,Squaw Creek,Stream,"Union, Grant, Umatilla",Oregon,44.9951362,-118.5449545
1150268,Squaw Flat,Flat,Douglas,Oregon,42.9706777,-122.6786564
1150271,Squaw Flat,Flat,Lake,Oregon,42.1276583,-120.8021914
1150275,Squaw Gulch,Valley,Josephine,Oregon,42.36228966,-123.5252844
1150278,Squaw Lake,Lake,Klamath,Oregon,42.47094288,-122.2722918
1150280,Squaw Lakes,Lake,Jackson,Oregon,42.04047036,-123.0203121
1150286,Squaw Mountain,Summit,Jackson,Oregon,42.06336133,-122.9882101
1150287,Squaw Mountain,Summit,Josephine,Oregon,42.1593452,-123.4533364
1150288,Squaw Mountain,Summit,Josephine,Oregon,42.33142992,-123.666699
1150291,Squaw Peak,Summit,Jackson,Oregon,42.0696414,-123.0119555
